Model,Source,Accuracy,Mean Confidence,Mean Normalized Entropy,Mean Margin
Proposed_Hybrid,seed_42,0.6710526315789473,0.7462242649574029,0.4604265039552821,0.6080544464486209
Proposed_Hybrid,seed_100,0.6842105263157895,0.7346813878730724,0.46450907688568455,0.5879002398762264
Proposed_Hybrid,seed_2026,0.631578947368421,0.7120095077706011,0.5128520991234443,0.5655953047895118
Proposed_Hybrid,3-seed probability ensemble,0.6644736842105263,0.7010162557034116,0.5258568996139151,0.5443632001743505
