Model,Macro F1 AI,Macro F1 Intervention,Mean Delta Macro F1,Balanced Accuracy AI,Balanced Accuracy Intervention,Mean Delta Balanced Accuracy
Hard-bottleneck Sequential CBM,0.3999 ± 0.0508,0.2816 ± 0.0073,-0.1183,0.4240 ± 0.0347,0.2819 ± 0.0154,-0.1420
